ticker,title,url,time_published,authors,summary,banner_image,source,category_within_source,source_domain,overall_sentiment_score,overall_sentiment_label,ticker_relevance_score,ticker_sentiment_score,ticker_sentiment_label,topics,relevance_scores
AACG,ATA Creativity Global Schedules 2022 Fourth Quarter and Year-end Financial Results Release and Conference Call,https://www.globenewswire.com/news-release/2023/03/23/2633163/0/en/ATA-Creativity-Global-Schedules-2022-Fourth-Quarter-and-Year-end-Financial-Results-Release-and-Conference-Call.html,20230323T123000,ATA Creativity Global,"BEIJING, March 23, 2023 ( GLOBE NEWSWIRE ) -- ATA Creativity Global ( ""ACG"" or the ""Company"", Nasdaq: AACG ) , an international educational services company focused on providing quality learning experiences that cultivate and enhance students' creativity, today announced that it will release ...",https://ml.globenewswire.com/Resource/Download/c31e7495-3e91-4151-87f5-a8fa0c06897b,GlobeNewswire,n/a,www.globenewswire.com,0.295521,Somewhat-Bullish,0.512093,0.394347,Bullish,Financial Markets,0.360215
AACG,ATA Creativity Global  ( NASDAQ:AACG )  Earns Sell Rating from Analysts at StockNews.com,https://www.defenseworld.net/2023/03/21/ata-creativity-global-nasdaqaacg-earns-sell-rating-from-analysts-at-stocknews-com.html,20230321T052643,Defense World Staff,ATA Creativity Global ( NASDAQ:AACG ) Earns Sell Rating from ... Defense World ...,https://www.marketbeat.com/logos/ata-creativity-global-logo.png?v=20230106150324,Stocknews.com,n/a,www.defenseworld.net,0.151012,Somewhat-Bullish,0.915764,0.265403,Somewhat-Bullish,Finance|Financial Markets,1.0|0.108179
AACG,ATA Creativity Global  ( NASDAQ:AACG )  Coverage Initiated by Analysts at StockNews.com,https://www.defenseworld.net/2023/03/13/ata-creativity-global-nasdaqaacg-coverage-initiated-by-analysts-at-stocknews-com.html,20230313T052441,Defense World Staff,ATA Creativity Global ( NASDAQ:AACG ) Coverage Initiated by ... Defense World ...,https://www.marketbeat.com/logos/ata-creativity-global-logo.png?v=20230106150324,Stocknews.com,n/a,www.defenseworld.net,0.142202,Neutral,0.92456,0.250878,Somewhat-Bullish,Finance|Financial Markets,1.0|0.161647
AACG,"Why Adial Pharmaceuticals Shares Are Trading Higher By Around 65%; Here Are 20 Stocks Moving Premarket - Adial Pharmaceuticals  ( NASDAQ:ADIL ) , ATA Creativity Glb  ( NASDAQ:AACG ) ",https://www.benzinga.com/news/23/03/31235515/why-adial-pharmaceuticals-shares-are-trading-higher-by-around-65-here-are-20-stocks-moving-premarket,20230307T125125,Lisa Levin,"Adial Pharmaceuticals, Inc. ADIL rose 64.6% to $0.6912 in pre-market trading after the company provided an update on its regulatory strategy for AD04. Adial will pursue paths towards US and Europe approvals and said market research suggests pricing could be more than double prior assumptions.",https://cdn.benzinga.com/files/images/story/2023/03/07/image_7.jpg?optimize=medium&dpr=2&auto=webp&width=3840,Benzinga,Trading,www.benzinga.com,0.064525,Neutral,0.157483,0.276002,Somewhat-Bullish,Life Sciences|Technology|Economy - Monetary|Financial Markets|Manufacturing|Earnings|Real Estate & Construction,0.25|0.25|0.158519|0.82617|0.25|0.158519|0.25
AACG,ATA Creativity Global  ( NASDAQ:AACG )  Now Covered by Analysts at StockNews.com,https://reporter.am/2023/03/05/ata-creativity-global-nasdaqaacg-now-covered-by-analysts-at-stocknews-com-2.html,20230305T081842,AM Reporter Staff,ATA Creativity Global ( NASDAQ:AACG ) Now Covered by Analysts at ... Armenian Reporter ...,https://www.marketbeat.com/logos/ata-creativity-global-logo.png?v=20230106150324,Stocknews.com,n/a,reporter.am,0.142867,Neutral,0.915317,0.250797,Somewhat-Bullish,Earnings|Technology|Financial Markets,0.857896|1.0|0.316726
AACG,ATA Creativity Global  ( NASDAQ:AACG )  Now Covered by Analysts at StockNews.com,https://www.defenseworld.net/2023/02/25/ata-creativity-global-nasdaqaacg-now-covered-by-analysts-at-stocknews-com.html,20230225T082642,Defense World Staff,ATA Creativity Global ( NASDAQ:AACG ) Now Covered by Analysts at ... Defense World ...,https://www.marketbeat.com/logos/ata-creativity-global-logo.png?v=20230106150324,Stocknews.com,n/a,www.defenseworld.net,0.098992,Neutral,0.906257,0.174385,Somewhat-Bullish,Life Sciences|Financial Markets|Manufacturing|Earnings,0.5|0.266143|0.5|0.917436
AACG,StockNews.com Begins Coverage on ATA Creativity Global  ( NASDAQ:AACG ) ,https://www.defenseworld.net/2023/02/09/stocknews-com-begins-coverage-on-ata-creativity-global-nasdaqaacg.html,20230209T084243,Defense World Staff,StockNews.com Begins Coverage on ATA Creativity Global ... Defense World ...,https://www.marketbeat.com/logos/ata-creativity-global-logo.png?v=20230106150324,Stocknews.com,n/a,www.defenseworld.net,0.127295,Neutral,0.838176,0.217331,Somewhat-Bullish,Retail & Wholesale|Financial Markets|Manufacturing|Earnings,0.5|0.161647|0.5|0.714479
AACG,ATA Creativity Global  ( NASDAQ:AACG )  Now Covered by Analysts at StockNews.com,https://www.etfdailynews.com/2023/01/24/ata-creativity-global-nasdaqaacg-now-covered-by-analysts-at-stocknews-com/,20230124T082847,MarketBeat News,ATA Creativity Global ( NASDAQ:AACG ) Now Covered by Analysts at ... ETF Daily News ...,https://www.marketbeat.com/logos/ata-creativity-global-logo.png?v=20230106150324,Stocknews.com,n/a,www.etfdailynews.com,0.085434,Neutral,0.89699,0.149926,Neutral,Earnings|Financial Markets|Manufacturing,0.857896|0.962106|1.0
AACG,ATA Creativity Global  ( NASDAQ:AACG )  Now Covered by Analysts at StockNews.com,https://reporter.am/2023/01/24/ata-creativity-global-nasdaqaacg-now-covered-by-analysts-at-stocknews-com.html,20230124T082846,AM Reporter Staff,ATA Creativity Global ( NASDAQ:AACG ) Now Covered by Analysts at ... Armenian Reporter ...,https://www.marketbeat.com/logos/ata-creativity-global-logo.png?v=20230106150324,Stocknews.com,n/a,reporter.am,0.085434,Neutral,0.85773,0.147707,Neutral,Earnings|Financial Markets|Manufacturing,0.818451|0.962106|1.0
AACG,ATA Creativity Global  ( NASDAQ:AACG )  Coverage Initiated by Analysts at StockNews.com,https://reporter.am/2022/12/31/ata-creativity-global-nasdaqaacg-coverage-initiated-by-analysts-at-stocknews-com.html,20221231T082242,AM Reporter Staff,ATA Creativity Global ( NASDAQ:AACG ) Coverage Initiated by ... Armenian Reporter ...,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/ata-creativity-global-logo.png&w=240&h=240&zc=2,Stocknews.com,n/a,reporter.am,0.12723,Neutral,0.906716,0.224554,Somewhat-Bullish,Earnings|Financial Markets|Manufacturing,0.158519|0.214378|1.0
AACG,ATA Creativity Global Reports 2022 Third Quarter Financial Results,https://www.globenewswire.com/news-release/2022/11/30/2565426/0/en/ATA-Creativity-Global-Reports-2022-Third-Quarter-Financial-Results.html,20221130T210500,ATA Creativity Global,"Conference Call on Wednesday, November 30, 2022, at 8 p.m. ET with Accompanying Investor Presentation Conference Call on Wednesday, November 30, 2022, at 8 p.m. ET with Accompanying Investor Presentation ...",https://ml.globenewswire.com/Resource/Download/d6579069-9390-4e0b-9043-77b34d28870f?size=1,GlobeNewswire,n/a,www.globenewswire.com,0.13451,Neutral,0.047254,0.171593,Somewhat-Bullish,Economy - Monetary|Economy - Fiscal|Financial Markets|Earnings|Mergers & Acquisitions,0.158519|0.158519|0.992549|1.0|0.360215
AACG,StockNews.com Begins Coverage on ATA Creativity Global  ( NASDAQ:AACG ) ,https://www.etfdailynews.com/2022/09/26/stocknews-com-begins-coverage-on-ata-creativity-global-nasdaqaacg-3/,20220926T062847,MarketBeat News,"Stock analysts at StockNews.com began coverage on shares of ATA Creativity Global ( NASDAQ:AACG - Get Rating ) in a research report issued to clients and investors on Monday. The brokerage set a ""sell"" rating on the stock. Shares of AACG opened at $1.74 on Monday.",https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/ata-creativity-global-logo.png&w=240&h=240&zc=2,Stocknews.com,n/a,www.etfdailynews.com,0.080473,Neutral,0.895116,0.141368,Neutral,Economy - Monetary|Financial Markets|Earnings|Technology,0.158519|0.214378|0.875462|1.0
AACG,StockNews.com Begins Coverage on ATA Creativity Global  ( NASDAQ:AACG ) ,https://www.etfdailynews.com/2022/09/18/stocknews-com-begins-coverage-on-ata-creativity-global-nasdaqaacg-2/,20220918T062644,MarketBeat News,"StockNews.com initiated coverage on shares of ATA Creativity Global ( NASDAQ:AACG - Get Rating ) in a research note issued on Sunday. The firm set a ""sell"" rating on the stock. AACG opened at $1.81 on Friday. The firm has a market cap of $57.20 million, a P/E ratio of -5.32 and a beta of 1.16.",https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/ata-creativity-global-logo.png&w=240&h=240&zc=2,Stocknews.com,n/a,www.etfdailynews.com,0.033172,Neutral,0.908087,0.058787,Neutral,Earnings|Financial Markets,0.818451|0.87644
AACG,StockNews.com Begins Coverage on ATA Creativity Global  ( NASDAQ:AACG ) ,https://www.etfdailynews.com/2022/09/10/stocknews-com-begins-coverage-on-ata-creativity-global-nasdaqaacg/,20220910T061242,MarketBeat News,"Equities researchers at StockNews.com assumed coverage on shares of ATA Creativity Global ( NASDAQ:AACG - Get Rating ) in a note issued to investors on Saturday. The firm set a ""sell"" rating on the stock. NASDAQ:AACG opened at $2.04 on Friday.",https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/ata-creativity-global-logo.png&w=240&h=240&zc=2,Stocknews.com,n/a,www.etfdailynews.com,0.077709,Neutral,0.864226,0.135235,Neutral,Earnings|Technology|Financial Markets,0.795202|1.0|0.214378
AACG,ATA Creativity Global  ( NASDAQ:AACG )  Now Covered by Analysts at StockNews.com,https://reporter.am/2022/09/03/ata-creativity-global-nasdaqaacg-now-covered-by-analysts-at-stocknews-com-3.html,20220903T084447,AM Reporter Staff,StockNews.com started coverage on shares of ATA Creativity Global ( NASDAQ:AACG - Get Rating ) in a research report sent to investors on Friday morning. The brokerage issued a sell rating on the stock. NASDAQ AACG opened at $2.19 on Friday.,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/ata-creativity-global-logo.png&w=240&h=240&zc=2,Stocknews.com,n/a,reporter.am,0.06975,Neutral,0.90211,0.123865,Neutral,Financial Markets|Manufacturing,0.214378|1.0
AACG,ATA Creativity Global  ( NASDAQ:AACG )  Now Covered by Analysts at StockNews.com,https://www.etfdailynews.com/2022/08/25/ata-creativity-global-nasdaqaacg-now-covered-by-analysts-at-stocknews-com-2/,20220825T064047,MarketBeat News,"StockNews.com began coverage on shares of ATA Creativity Global ( NASDAQ:AACG - Get Rating ) in a report issued on Thursday. The brokerage set a ""sell"" rating on the stock. Shares of NASDAQ AACG opened at $2.60 on Thursday. The company has a current ratio of 0.23, a quick ratio of 0.23 and a ...",https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/ata-creativity-global-logo.png&w=240&h=240&zc=2,Stocknews.com,n/a,www.etfdailynews.com,0.193511,Somewhat-Bullish,0.90211,0.335417,Somewhat-Bullish,Real Estate & Construction|Financial Markets,1.0|0.214378
AACG,ATA Creativity Global  ( NASDAQ:AACG )  Now Covered by StockNews.com,https://reporter.am/2022/08/19/ata-creativity-global-nasdaqaacg-now-covered-by-stocknews-com.html,20220819T071241,AM Reporter Staff,"Research analysts at StockNews.com assumed coverage on shares of ATA Creativity Global ( NASDAQ:AACG - Get Rating ) in a research note issued to investors on Wednesday. The brokerage set a ""sell"" rating on the stock. Shares of AACG stock opened at $2.60 on Wednesday.",https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/ata-creativity-global-logo.png&w=240&h=240&zc=2,Stocknews.com,n/a,reporter.am,0.121275,Neutral,0.868812,0.210701,Somewhat-Bullish,Energy & Transportation|Retail & Wholesale|Financial Markets,0.5|0.5|0.316726
AACG,StockNews.com Initiates Coverage on ATA Creativity Global  ( NASDAQ:AACG ) ,https://reporter.am/2022/07/26/stocknews-com-initiates-coverage-on-ata-creativity-global-nasdaqaacg.html,20220726T054241,AM Reporter Staff,"Equities research analysts at StockNews.com began coverage on shares of ATA Creativity Global ( NASDAQ:AACG - Get Rating ) in a report released on Sunday. The firm set a ""sell"" rating on the stock. Shares of AACG opened at $1.54 on Friday.",https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/ata-creativity-global-logo.png&w=240&h=240&zc=2,Stocknews.com,n/a,reporter.am,0.070362,Neutral,0.895116,0.124202,Neutral,Life Sciences|Financial Markets|Manufacturing|Earnings,0.5|0.316726|0.5|0.875462
AACG,ATA Creativity Global  ( NASDAQ:AACG )  Coverage Initiated at StockNews.com,https://www.defenseworld.net/2022/07/08/ata-creativity-global-nasdaqaacg-coverage-initiated-at-stocknews-com.html,20220708T052444,admin,"Equities research analysts at StockNews.com assumed coverage on shares of ATA Creativity Global ( NASDAQ:AACG - Get Rating ) in a research report issued to clients and investors on Friday. The brokerage set a ""sell"" rating on the stock. Shares of AACG opened at $1.15 on Friday.",https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/ata-creativity-global-logo.png&w=240&h=240&zc=2,Stocknews.com,n/a,www.defenseworld.net,-0.012711,Neutral,0.889075,-0.012711,Neutral,Earnings|Technology|Financial Markets,0.795202|1.0|0.214378
AACG,StockNews.com Initiates Coverage on ATA Creativity Global  ( NASDAQ:AACG ) ,https://www.defenseworld.net/2022/06/30/stocknews-com-initiates-coverage-on-ata-creativity-global-nasdaqaacg.html,20220630T064841,admin,"Equities researchers at StockNews.com began coverage on shares of ATA Creativity Global ( NASDAQ:AACG - Get Rating ) in a research note issued on Thursday. The brokerage set a ""sell"" rating on the stock. Shares of NASDAQ:AACG opened at $1.05 on Thursday.",https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/ata-creativity-global-logo.png&w=240&h=240&zc=2,Stocknews.com,n/a,www.defenseworld.net,-0.025449,Neutral,0.821685,-0.025449,Neutral,Financial Markets|Manufacturing|Earnings|Energy & Transportation,0.316726|0.5|0.875462|0.5
AACG,ATA Creativity Global  ( NASDAQ:AACG )  Receives New Coverage from Analysts at StockNews.com,https://www.defenseworld.net/2022/06/22/ata-creativity-global-nasdaqaacg-receives-new-coverage-from-analysts-at-stocknews-com.html,20220622T051647,admin,"Equities researchers at StockNews.com began coverage on shares of ATA Creativity Global ( NASDAQ:AACG - Get Rating ) in a report issued on Wednesday. The firm set a ""sell"" rating on the stock. Shares of NASDAQ AACG opened at $1.05 on Wednesday.",https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/ata-creativity-global-logo.png&w=240&h=240&zc=2,Stocknews.com,n/a,www.defenseworld.net,0.009623,Neutral,0.872524,0.009623,Neutral,Earnings|Financial Markets,0.158519|0.266143
AACG,ATA Creativity Global  ( NASDAQ:AACG )  Research Coverage Started at StockNews.com,https://www.defenseworld.net/2022/06/14/ata-creativity-global-nasdaqaacg-research-coverage-started-at-stocknews-com.html,20220614T083038,admin,"Stock analysts at StockNews.com began coverage on shares of ATA Creativity Global ( NASDAQ:AACG - Get Rating ) in a research note issued to investors on Tuesday. The brokerage set a ""sell"" rating on the stock. AACG opened at $1.04 on Tuesday.",https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/ata-creativity-global-logo.png&w=240&h=240&zc=2,Stocknews.com,n/a,www.defenseworld.net,-0.004722,Neutral,0.873094,-0.004722,Neutral,Earnings|Retail & Wholesale|Financial Markets,0.714479|1.0|0.316726
AACG,ATA Creativity Global  ( NASDAQ:AACG )  Research Coverage Started at StockNews.com,https://www.etfdailynews.com/2022/06/14/ata-creativity-global-nasdaqaacg-research-coverage-started-at-stocknews-com-2/,20220614T052641,MarketBeat News,"Equities research analysts at StockNews.com started coverage on shares of ATA Creativity Global ( NASDAQ:AACG - Get Rating ) in a research note issued on Tuesday. The brokerage set a ""sell"" rating on the stock. Shares of AACG stock opened at $1.04 on Tuesday.",https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/ata-creativity-global-logo.png&w=240&h=240&zc=2,Stocknews.com,n/a,www.etfdailynews.com,-0.023603,Neutral,0.879912,-0.023603,Neutral,Earnings|Retail & Wholesale|Financial Markets,0.875462|1.0|0.266143
AACG,ATA Creativity Global  ( NASDAQ:AACG )  Now Covered by Analysts at StockNews.com,https://www.defenseworld.net/2022/06/06/ata-creativity-global-nasdaqaacg-now-covered-by-analysts-at-stocknews-com-2.html,20220606T051643,admin,"StockNews.com initiated coverage on shares of ATA Creativity Global ( NASDAQ:AACG - Get Rating ) in a research note issued on Monday. The firm set a ""sell"" rating on the stock. NASDAQ AACG opened at $1.02 on Monday. ATA Creativity Global has a 12 month low of $0.88 and a 12 month high of $4.75.",https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/ata-creativity-global-logo.png&w=240&h=240&zc=2,Stocknews.com,n/a,www.defenseworld.net,-0.01151,Neutral,0.878582,-0.01151,Neutral,Earnings|Financial Markets,0.917436|0.266143
AACG,ATA Creativity Global  ( NASDAQ:AACG )  Research Coverage Started at StockNews.com,https://www.etfdailynews.com/2022/05/29/ata-creativity-global-nasdaqaacg-research-coverage-started-at-stocknews-com/,20220529T050848,MarketBeat News,"StockNews.com began coverage on shares of ATA Creativity Global ( NASDAQ:AACG - Get Rating ) in a research report issued to clients and investors on Sunday. The brokerage set a ""sell"" rating on the stock. Shares of AACG opened at $1.06 on Friday.",https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/ata-creativity-global-logo.png&w=240&h=240&zc=2,Stocknews.com,n/a,www.etfdailynews.com,-0.032606,Neutral,0.883743,-0.032606,Neutral,Earnings|Financial Markets,0.744043|0.214378
AACG,ATA Creativity Global  ( NASDAQ:AACG )  Research Coverage Started at StockNews.com,https://www.defenseworld.net/2022/05/29/ata-creativity-global-nasdaqaacg-research-coverage-started-at-stocknews-com-4.html,20220529T050842,admin,"StockNews.com began coverage on shares of ATA Creativity Global ( NASDAQ:AACG - Get Rating ) in a research note issued on Sunday. The firm set a ""sell"" rating on the stock. Shares of AACG stock opened at $1.06 on Friday. The company has a debt-to-equity ratio of 0.13, a current ratio of 0.25 ...",https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/ata-creativity-global-logo.png&w=240&h=240&zc=2,Stocknews.com,n/a,www.defenseworld.net,-0.005269,Neutral,0.881535,-0.005269,Neutral,Earnings|Mergers & Acquisitions|Financial Markets,0.650727|0.108179|0.365926
AACG,ATA Creativity Global Schedules 2022 First Quarter Financial Results Release and Conference Call,https://www.globenewswire.com/news-release/2022/05/09/2438611/0/en/ATA-Creativity-Global-Schedules-2022-First-Quarter-Financial-Results-Release-and-Conference-Call.html,20220509T123000,ATA Creativity Global,"BEIJING, May  09, 2022   ( GLOBE NEWSWIRE )  -- ATA Creativity Global  ( ""ACG"" or the ""Company"", Nasdaq: AACG ) , an international educational services company focused on providing quality learning experiences that cultivate and enhance students' creativity, today announced that it will release fina",https://ml.globenewswire.com/Resource/Download/d6579069-9390-4e0b-9043-77b34d28870f?size=1,GlobeNewswire,n/a,www.globenewswire.com,0.027836,Neutral,0.551009,0.027836,Neutral,Financial Markets,0.360215
AACG,ATA Creativity Global Provides Updates on Status Under Holding Foreign Companies Accountable Act,https://www.globenewswire.com/news-release/2022/05/06/2437821/0/en/ATA-Creativity-Global-Provides-Updates-on-Status-Under-Holding-Foreign-Companies-Accountable-Act.html,20220506T123000,ATA Creativity Global,"BEIJING, May  06, 2022   ( GLOBE NEWSWIRE )  -- ATA Creativity Global  ( ""ACG"" or the ""Company"", Nasdaq: AACG ) , an international educational services company focused on providing quality learning experiences that cultivate and enhance students' creativity, today provided an update on its status un",https://ml.globenewswire.com/Resource/Download/d6579069-9390-4e0b-9043-77b34d28870f?size=1,GlobeNewswire,n/a,www.globenewswire.com,-0.014456,Neutral,0.255507,0.016238,Neutral,Financial Markets,0.891286
